release_tag,release_date,refactoring_type,description,left_files,right_files
androidx-test-1.3.0-alpha05,2020-03-11-17,Change Variable Type,"Change Variable Type e : ClassNotFoundException|NoClassDefFoundError to e : ClassNotFoundException|LinkageError in method private doCreateRunner(className String, isScanningPath boolean) : void from class androidx.test.internal.runner.TestLoader",runner/android_junit_runner/java/androidx/test/internal/runner/TestLoader.java#L81;runner/android_junit_runner/java/androidx/test/internal/runner/TestLoader.java#L85,runner/android_junit_runner/java/androidx/test/internal/runner/TestLoader.java#L81;runner/android_junit_runner/java/androidx/test/internal/runner/TestLoader.java#L85
androidx-test-1.3.0-alpha05,2020-03-11-17,Extract Method,Extract Method private getAllActiveActivities() : List<Activity> extracted from private waitForAtLeastOneActivityToBeResumed() : void in class androidx.test.espresso.base.RootViewPicker,espresso/core/java/androidx/test/espresso/base/RootViewPicker.java#L152-L195;espresso/core/java/androidx/test/espresso/base/RootViewPicker.java#L165;espresso/core/java/androidx/test/espresso/base/RootViewPicker.java#L160;espresso/core/java/androidx/test/espresso/base/RootViewPicker.java#L164-L166;espresso/core/java/androidx/test/espresso/base/RootViewPicker.java#L164-L166,espresso/core/java/androidx/test/espresso/base/RootViewPicker.java#L196-L203;espresso/core/java/androidx/test/espresso/base/RootViewPicker.java#L200;espresso/core/java/androidx/test/espresso/base/RootViewPicker.java#L198;espresso/core/java/androidx/test/espresso/base/RootViewPicker.java#L199-L201;espresso/core/java/androidx/test/espresso/base/RootViewPicker.java#L199-L201;espresso/core/java/androidx/test/espresso/base/RootViewPicker.java#L152-L194;espresso/core/java/androidx/test/espresso/base/RootViewPicker.java#L160;espresso/core/java/androidx/test/espresso/base/RootViewPicker.java#L167;espresso/core/java/androidx/test/espresso/base/RootViewPicker.java#L202
androidx-test-1.3.0-alpha05,2020-03-11-17,Remove Class Annotation,Remove Class Annotation @LooperMode(PAUSED) in class androidx.test.core.app.ActivityScenarioTest,core/javatests/androidx/test/core/app/ActivityScenarioTest.java#L57;core/javatests/androidx/test/core/app/ActivityScenarioTest.java#L52-L488,core/javatests/androidx/test/core/app/ActivityScenarioTest.java#L48-L482
androidx-test-1.3.0-alpha05,2020-03-11-17,Remove Class Annotation,Remove Class Annotation @TextLayoutMode(REALISTIC) in class androidx.test.core.app.ActivityScenarioTest,core/javatests/androidx/test/core/app/ActivityScenarioTest.java#L58;core/javatests/androidx/test/core/app/ActivityScenarioTest.java#L52-L488,core/javatests/androidx/test/core/app/ActivityScenarioTest.java#L48-L482
androidx-test-1.3.0-beta01,2020-04-20-19,Remove Class Annotation,Remove Class Annotation @Config(sdk = Config.ALL_SDKS) in class androidx.test.internal.runner.TestRequestBuilderLocalTest,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderLocalTest.java#L44;runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderLocalTest.java#L42-L126,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderLocalTest.java#L41-L124
androidx-test-1.3.0-beta01,2020-04-20-19,Modify Class Annotation,Modify Class Annotation @RunWith(RobolectricTestRunner.class) to @RunWith(AndroidJUnit4.class) in class androidx.test.orchestrator.instrumentationlistener.OrchestratedInstrumentationListenerTest,runner/android_junit_runner/javatests/androidx/test/orchestrator/instrumentationlistener/OrchestratedInstrumentationListenerTest.java#L48;runner/android_junit_runner/javatests/androidx/test/orchestrator/instrumentationlistener/OrchestratedInstrumentationListenerTest.java#L47-L215,runner/android_junit_runner/javatests/androidx/test/orchestrator/instrumentationlistener/OrchestratedInstrumentationListenerTest.java#L48;runner/android_junit_runner/javatests/androidx/test/orchestrator/instrumentationlistener/OrchestratedInstrumentationListenerTest.java#L47-L215
androidx-test-1.3.0-beta01,2020-04-20-19,Modify Class Annotation,Modify Class Annotation @RunWith(RobolectricTestRunner.class) to @RunWith(AndroidJUnit4.class) in class androidx.test.orchestrator.junit.BundleJUnitUtilsTest,runner/android_junit_runner/javatests/androidx/test/orchestrator/junit/BundleJUnitUtilsTest.java#L34;runner/android_junit_runner/javatests/androidx/test/orchestrator/junit/BundleJUnitUtilsTest.java#L33-L142,runner/android_junit_runner/javatests/androidx/test/orchestrator/junit/BundleJUnitUtilsTest.java#L34;runner/android_junit_runner/javatests/androidx/test/orchestrator/junit/BundleJUnitUtilsTest.java#L33-L143
androidx-test-1.3.0-beta01,2020-04-20-19,Modify Class Annotation,Modify Class Annotation @RunWith(RobolectricTestRunner.class) to @RunWith(AndroidJUnit4.class) in class androidx.test.orchestrator.listeners.OrchestrationListenerManagerTest,runner/android_junit_runner/javatests/androidx/test/orchestrator/listeners/OrchestrationListenerManagerTest.java#L42;runner/android_junit_runner/javatests/androidx/test/orchestrator/listeners/OrchestrationListenerManagerTest.java#L41-L216,runner/android_junit_runner/javatests/androidx/test/orchestrator/listeners/OrchestrationListenerManagerTest.java#L42;runner/android_junit_runner/javatests/androidx/test/orchestrator/listeners/OrchestrationListenerManagerTest.java#L41-L216
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.internal.runner.TestRequestBuilderTest.JUnit3FailingTestCase moved to androidx.test.testing.fixtures.JUnit3FailingTestCase,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderTest.java#L407-L411,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit3FailingTestCase.java#L6-L11
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.internal.runner.TestRequestBuilderTest.JUnit3FailingTestSuite moved to androidx.test.testing.fixtures.JUnit3FailingTestSuite,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderTest.java#L413-L418,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit3FailingTestSuite.java#L6-L12
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.internal.runner.TestRequestBuilderTest.JUnit3SuiteWithTest moved to androidx.test.testing.fixtures.JUnit3SuiteWithTest,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderTest.java#L355-L364,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit3SuiteWithTest.java#L6-L15
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.internal.runner.TestRequestBuilderTest.JUnit4Failing moved to androidx.test.testing.fixtures.JUnit4Failing,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderTest.java#L376-L381,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit4Failing.java#L10-L17
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.internal.runner.TestRequestBuilderTest.JUnit4Ignored moved to androidx.test.testing.fixtures.JUnit4Ignored,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderTest.java#L383-L389,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit4Ignored.java#L11-L19
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.internal.runner.AndroidLogOnlyBuilderTest.JUnit4ParameterizedTest moved to androidx.test.testing.fixtures.JUnit4ParameterizedTest,runner/android_junit_runner/javatests/androidx/test/internal/runner/AndroidLogOnlyBuilderTest.java#L86-L97,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit4ParameterizedTest.java#L11-L22
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.internal.runner.TestRequestBuilderTest.RunWithAndroidJUnit4Failing moved to androidx.test.testing.fixtures.RunWithAndroidJUnit4Failing,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderTest.java#L399-L405,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/RunWithAndroidJUnit4Failing.java#L10-L17
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.internal.runner.TestRequestBuilderTest.RunWithJUnit4Failing moved to androidx.test.testing.fixtures.RunWithJUnit4Failing,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderTest.java#L391-L397,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/RunWithJUnit4Failing.java#L10-L17
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.internal.runner.TestRequestBuilderTest.SampleJUnit3Test moved to androidx.test.testing.fixtures.SampleJUnit3Test,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderTest.java#L124-L133,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/SampleJUnit3Test.java#L6-L15
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.internal.runner.AppLifecycleListener moved to androidx.test.testing.fixtures.AppLifecycleListener,runner/android_junit_runner/javatests/androidx/test/internal/runner/AppLifecycleListener.java#L26-L43,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/AppLifecycleListener.java#L26-L43
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.internal.runner.BrokenCustomTestFilter moved to androidx.test.testing.fixtures.BrokenCustomTestFilter,runner/android_junit_runner/javatests/androidx/test/internal/runner/BrokenCustomTestFilter.java#L22-L44,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/BrokenCustomTestFilter.java#L22-L44
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.internal.runner.BrokenRunnerBuilder moved to androidx.test.testing.fixtures.BrokenRunnerBuilder,runner/android_junit_runner/javatests/androidx/test/internal/runner/BrokenRunnerBuilder.java#L21-L30,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/BrokenRunnerBuilder.java#L21-L30
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.internal.runner.CustomRunnerBuilder moved to androidx.test.testing.fixtures.CustomRunnerBuilder,runner/android_junit_runner/javatests/androidx/test/internal/runner/CustomRunnerBuilder.java#L25-L61,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/CustomRunnerBuilder.java#L25-L61
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.internal.runner.CustomTestFilter moved to androidx.test.testing.fixtures.CustomTestFilter,runner/android_junit_runner/javatests/androidx/test/internal/runner/CustomTestFilter.java#L21-L36,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/CustomTestFilter.java#L21-L36
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.internal.runner.CustomTestFilterTakesBundle moved to androidx.test.testing.fixtures.CustomTestFilterTakesBundle,runner/android_junit_runner/javatests/androidx/test/internal/runner/CustomTestFilterTakesBundle.java#L22-L47,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/CustomTestFilterTakesBundle.java#L22-L47
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.internal.runner.MyApplication moved to androidx.test.testing.fixtures.MyApplication,runner/android_junit_runner/javatests/androidx/test/internal/runner/MyApplication.java#L22-L38,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/MyApplication.java#L22-L38
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.internal.runner.listener.ManifestListener moved to androidx.test.testing.fixtures.ManifestListener,runner/android_junit_runner/javatests/androidx/test/internal/runner/listener/ManifestListener.java#L21-L43,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/ManifestListener.java#L21-L43
androidx-test-1.3.0-beta01,2020-04-20-19,Move And Rename Class,Move And Rename Class androidx.test.internal.runner.AndroidLogOnlyBuilderTest.JUnit3Suite moved and renamed to androidx.test.testing.fixtures.JUnit3FailingTestSuiteWithSuite,runner/android_junit_runner/javatests/androidx/test/internal/runner/AndroidLogOnlyBuilderTest.java#L119-L125,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit3FailingTestSuiteWithSuite.java#L5-L15
androidx-test-1.3.0-beta01,2020-04-20-19,Move And Rename Class,Move And Rename Class androidx.test.TimeoutTest.JUnit3StyleClass moved and renamed to androidx.test.testing.fixtures.JUnit3StyleTimeoutClass,runner/android_junit_runner/javatests/androidx/test/TimeoutTest.java#L182-L201,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit3StyleTimeoutClass.java#L5-L30
androidx-test-1.3.0-beta01,2020-04-20-19,Modify Method Annotation,Modify Method Annotation @Test(timeout = TEST_TIMEOUT) to @Test(timeout = JUnit3StyleTimeoutClass.TEST_TIMEOUT) in method public checkTestTimeoutInterruptsOverArgTimeout() : void from class androidx.test.TimeoutTest.JUnit4NoRuleClass,runner/android_junit_runner/javatests/androidx/test/TimeoutTest.java#L171;runner/android_junit_runner/javatests/androidx/test/TimeoutTest.java#L171-L175,runner/android_junit_runner/javatests/androidx/test/TimeoutTest.java#L174;runner/android_junit_runner/javatests/androidx/test/TimeoutTest.java#L174-L178
androidx-test-1.3.0-beta01,2020-04-20-19,Modify Method Annotation,Modify Method Annotation @Test(timeout = TEST_TIMEOUT) to @Test(timeout = JUnit3StyleTimeoutClass.TEST_TIMEOUT) in method public checkTestTimeoutInterruptsOverAllOthers() : void from class androidx.test.TimeoutTest.JUnit4WithRuleClass,runner/android_junit_runner/javatests/androidx/test/TimeoutTest.java#L147;runner/android_junit_runner/javatests/androidx/test/TimeoutTest.java#L147-L151,runner/android_junit_runner/javatests/androidx/test/TimeoutTest.java#L149;runner/android_junit_runner/javatests/androidx/test/TimeoutTest.java#L149-L153
androidx-test-1.3.0-beta01,2020-04-20-19,Remove Class Annotation,Remove Class Annotation @SmallTest in class androidx.test.internal.runner.AndroidLogOnlyBuilderTest,runner/android_junit_runner/javatests/androidx/test/internal/runner/AndroidLogOnlyBuilderTest.java#L54;runner/android_junit_runner/javatests/androidx/test/internal/runner/AndroidLogOnlyBuilderTest.java#L54-L218,runner/android_junit_runner/javatests/androidx/test/internal/runner/AndroidLogOnlyBuilderTest.java#L51-L172
androidx-test-1.3.0-beta01,2020-04-20-19,Modify Class Annotation,"Modify Class Annotation @Suite.SuiteClasses({JUnit4Test.class,AnotherJUnit4Test.class}) to @Suite.SuiteClasses({JUnit4Failing.class,AnotherJUnit4Test.class}) in class androidx.test.internal.runner.AndroidLogOnlyBuilderTest.JUnit4TestSuite",runner/android_junit_runner/javatests/androidx/test/internal/runner/AndroidLogOnlyBuilderTest.java#L110;runner/android_junit_runner/javatests/androidx/test/internal/runner/AndroidLogOnlyBuilderTest.java#L109-L111,runner/android_junit_runner/javatests/androidx/test/internal/runner/AndroidLogOnlyBuilderTest.java#L86;runner/android_junit_runner/javatests/androidx/test/internal/runner/AndroidLogOnlyBuilderTest.java#L85-L87
androidx-test-1.3.0-beta01,2020-04-20-19,Remove Class Modifier,Remove Class Modifier static in class androidx.test.internal.runner.TestRequestBuilderTest.JUnit3FailingTestCase,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderTest.java#L407-L411,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit3FailingTestCase.java#L6-L11
androidx-test-1.3.0-beta01,2020-04-20-19,Remove Class Modifier,Remove Class Modifier static in class androidx.test.internal.runner.TestRequestBuilderTest.JUnit3FailingTestSuite,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderTest.java#L413-L418,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit3FailingTestSuite.java#L6-L12
androidx-test-1.3.0-beta01,2020-04-20-19,Remove Class Modifier,Remove Class Modifier static in class androidx.test.internal.runner.TestRequestBuilderTest.JUnit3SuiteWithTest,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderTest.java#L355-L364,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit3SuiteWithTest.java#L6-L15
androidx-test-1.3.0-beta01,2020-04-20-19,Add Class Annotation,Add Class Annotation @RunWith(JUnit4.class) in class androidx.test.testing.fixtures.JUnit4Failing,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderTest.java#L376-L381,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit4Failing.java#L11;runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit4Failing.java#L10-L17
androidx-test-1.3.0-beta01,2020-04-20-19,Remove Class Modifier,Remove Class Modifier static in class androidx.test.internal.runner.TestRequestBuilderTest.JUnit4Failing,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderTest.java#L376-L381,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit4Failing.java#L10-L17
androidx-test-1.3.0-beta01,2020-04-20-19,Add Class Annotation,Add Class Annotation @RunWith(JUnit4.class) in class androidx.test.testing.fixtures.JUnit4Ignored,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderTest.java#L383-L389,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit4Ignored.java#L12;runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit4Ignored.java#L11-L19
androidx-test-1.3.0-beta01,2020-04-20-19,Remove Class Modifier,Remove Class Modifier static in class androidx.test.internal.runner.TestRequestBuilderTest.JUnit4Ignored,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderTest.java#L383-L389,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit4Ignored.java#L11-L19
androidx-test-1.3.0-beta01,2020-04-20-19,Remove Class Modifier,Remove Class Modifier static in class androidx.test.internal.runner.AndroidLogOnlyBuilderTest.JUnit4ParameterizedTest,runner/android_junit_runner/javatests/androidx/test/internal/runner/AndroidLogOnlyBuilderTest.java#L86-L97,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit4ParameterizedTest.java#L11-L22
androidx-test-1.3.0-beta01,2020-04-20-19,Remove Class Modifier,Remove Class Modifier static in class androidx.test.internal.runner.TestRequestBuilderTest.RunWithAndroidJUnit4Failing,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderTest.java#L399-L405,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/RunWithAndroidJUnit4Failing.java#L10-L17
androidx-test-1.3.0-beta01,2020-04-20-19,Remove Class Modifier,Remove Class Modifier static in class androidx.test.internal.runner.TestRequestBuilderTest.RunWithJUnit4Failing,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderTest.java#L391-L397,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/RunWithJUnit4Failing.java#L10-L17
androidx-test-1.3.0-beta01,2020-04-20-19,Remove Class Modifier,Remove Class Modifier static in class androidx.test.internal.runner.TestRequestBuilderTest.SampleJUnit3Test,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestRequestBuilderTest.java#L124-L133,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/SampleJUnit3Test.java#L6-L15
androidx-test-1.3.0-beta01,2020-04-20-19,Remove Class Modifier,Remove Class Modifier static in class androidx.test.internal.runner.AndroidLogOnlyBuilderTest.JUnit3Suite,runner/android_junit_runner/javatests/androidx/test/internal/runner/AndroidLogOnlyBuilderTest.java#L119-L125,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit3FailingTestSuiteWithSuite.java#L5-L15
androidx-test-1.3.0-beta01,2020-04-20-19,Remove Class Modifier,Remove Class Modifier static in class androidx.test.TimeoutTest.JUnit3StyleClass,runner/android_junit_runner/javatests/androidx/test/TimeoutTest.java#L182-L201,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit3StyleTimeoutClass.java#L5-L30
androidx-test-1.3.0-beta01,2020-04-20-19,Change Attribute Access Modifier,Change Attribute Access Modifier private to public in attribute public GLOBAL_ARG_TIMEOUT : int from class androidx.test.testing.fixtures.JUnit3StyleTimeoutClass,runner/android_junit_runner/javatests/androidx/test/TimeoutTest.java#L44,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit3StyleTimeoutClass.java#L8
androidx-test-1.3.0-beta01,2020-04-20-19,Change Attribute Access Modifier,Change Attribute Access Modifier private to public in attribute public GLOBAL_RULE_TIMEOUT : int from class androidx.test.testing.fixtures.JUnit3StyleTimeoutClass,runner/android_junit_runner/javatests/androidx/test/TimeoutTest.java#L45,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit3StyleTimeoutClass.java#L9
androidx-test-1.3.0-beta01,2020-04-20-19,Change Attribute Access Modifier,Change Attribute Access Modifier private to public in attribute public TEST_TIMEOUT : int from class androidx.test.testing.fixtures.JUnit3StyleTimeoutClass,runner/android_junit_runner/javatests/androidx/test/TimeoutTest.java#L46,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit3StyleTimeoutClass.java#L10
androidx-test-1.3.0-beta01,2020-04-20-19,Change Attribute Access Modifier,Change Attribute Access Modifier private to public in attribute public WAIT_FOR_TIMEOUT : int from class androidx.test.testing.fixtures.JUnit3StyleTimeoutClass,runner/android_junit_runner/javatests/androidx/test/TimeoutTest.java#L47,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit3StyleTimeoutClass.java#L11
androidx-test-1.3.0-beta01,2020-04-20-19,Move Attribute,Move Attribute private GLOBAL_ARG_TIMEOUT : int from class androidx.test.TimeoutTest to public GLOBAL_ARG_TIMEOUT : int from class androidx.test.testing.fixtures.JUnit3StyleTimeoutClass,runner/android_junit_runner/javatests/androidx/test/TimeoutTest.java#L44,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit3StyleTimeoutClass.java#L8
androidx-test-1.3.0-beta01,2020-04-20-19,Move Attribute,Move Attribute private GLOBAL_RULE_TIMEOUT : int from class androidx.test.TimeoutTest to public GLOBAL_RULE_TIMEOUT : int from class androidx.test.testing.fixtures.JUnit3StyleTimeoutClass,runner/android_junit_runner/javatests/androidx/test/TimeoutTest.java#L45,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit3StyleTimeoutClass.java#L9
androidx-test-1.3.0-beta01,2020-04-20-19,Move Attribute,Move Attribute private TEST_TIMEOUT : int from class androidx.test.TimeoutTest to public TEST_TIMEOUT : int from class androidx.test.testing.fixtures.JUnit3StyleTimeoutClass,runner/android_junit_runner/javatests/androidx/test/TimeoutTest.java#L46,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit3StyleTimeoutClass.java#L10
androidx-test-1.3.0-beta01,2020-04-20-19,Move Attribute,Move Attribute private WAIT_FOR_TIMEOUT : int from class androidx.test.TimeoutTest to public WAIT_FOR_TIMEOUT : int from class androidx.test.testing.fixtures.JUnit3StyleTimeoutClass,runner/android_junit_runner/javatests/androidx/test/TimeoutTest.java#L47,runner/android_junit_runner/javatests/androidx/test/testing/fixtures/JUnit3StyleTimeoutClass.java#L11
androidx-test-1.3.0-beta01,2020-04-20-19,Add Class Annotation,Add Class Annotation @RunWith(AndroidJUnit4.class) in class androidx.test.internal.runner.TestLoaderNotScanningPathTest,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestLoaderNotScanningPathTest.java#L18-L28,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestLoaderNotScanningPathTest.java#L26;runner/android_junit_runner/javatests/androidx/test/internal/runner/TestLoaderNotScanningPathTest.java#L21-L32
androidx-test-1.3.0-beta01,2020-04-20-19,Add Class Annotation,Add Class Annotation @RunWith(AndroidJUnit4.class) in class androidx.test.internal.runner.TestLoaderScanningPathTest,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestLoaderScanningPathTest.java#L18-L28,runner/android_junit_runner/javatests/androidx/test/internal/runner/TestLoaderScanningPathTest.java#L26;runner/android_junit_runner/javatests/androidx/test/internal/runner/TestLoaderScanningPathTest.java#L21-L32
androidx-test-1.3.0-beta01,2020-04-20-19,Extract Method,Extract Method private getClassPathToScan() : String extracted from public setUp() : void in class androidx.test.internal.runner.ClassPathScannerTest,runner/android_junit_runner/javatests/androidx/test/internal/runner/ClassPathScannerTest.java#L44-L53;runner/android_junit_runner/javatests/androidx/test/internal/runner/ClassPathScannerTest.java#L46-L52;runner/android_junit_runner/javatests/androidx/test/internal/runner/ClassPathScannerTest.java#L47,runner/android_junit_runner/javatests/androidx/test/internal/runner/ClassPathScannerTest.java#L56-L60;runner/android_junit_runner/javatests/androidx/test/internal/runner/ClassPathScannerTest.java#L59;runner/android_junit_runner/javatests/androidx/test/internal/runner/ClassPathScannerTest.java#L59;runner/android_junit_runner/javatests/androidx/test/internal/runner/ClassPathScannerTest.java#L45-L54;runner/android_junit_runner/javatests/androidx/test/internal/runner/ClassPathScannerTest.java#L48;runner/android_junit_runner/javatests/androidx/test/internal/runner/ClassPathScannerTest.java#L57-L58
androidx-test-1.3.0-beta01,2020-04-20-19,Modify Class Annotation,Modify Class Annotation @RunWith(RobolectricTestRunner.class) to @RunWith(AndroidJUnit4.class) in class androidx.test.espresso.idling.concurrent.IdlingScheduledThreadPoolExecutorTest,espresso/idling_resource/concurrent/javatests/androidx/test/espresso/idling/concurrent/IdlingScheduledThreadPoolExecutorTest.java#L36;espresso/idling_resource/concurrent/javatests/androidx/test/espresso/idling/concurrent/IdlingScheduledThreadPoolExecutorTest.java#L35-L175,espresso/idling_resource/concurrent/javatests/androidx/test/espresso/idling/concurrent/IdlingScheduledThreadPoolExecutorTest.java#L36;espresso/idling_resource/concurrent/javatests/androidx/test/espresso/idling/concurrent/IdlingScheduledThreadPoolExecutorTest.java#L35-L175
androidx-test-1.3.0-beta01,2020-04-20-19,Modify Class Annotation,Modify Class Annotation @RunWith(RobolectricTestRunner.class) to @RunWith(AndroidJUnit4.class) in class androidx.test.espresso.idling.concurrent.IdlingThreadPoolExecutorTest,espresso/idling_resource/concurrent/javatests/androidx/test/espresso/idling/concurrent/IdlingThreadPoolExecutorTest.java#L36;espresso/idling_resource/concurrent/javatests/androidx/test/espresso/idling/concurrent/IdlingThreadPoolExecutorTest.java#L35-L169,espresso/idling_resource/concurrent/javatests/androidx/test/espresso/idling/concurrent/IdlingThreadPoolExecutorTest.java#L36;espresso/idling_resource/concurrent/javatests/androidx/test/espresso/idling/concurrent/IdlingThreadPoolExecutorTest.java#L35-L169
androidx-test-1.3.0-beta01,2020-04-20-19,Move Source Folder,Move Source Folder espresso/idling_resource/javatests/androidx/test/espresso/idling to espresso/idling_resource/javatests/androidx/test/espresso,,
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.espresso.intent.BundleMatchersTest moved to androidx.test.espresso.intent.matcher.BundleMatchersTest,espresso/intents/javatests/androidx/test/espresso/intent/matcher/BundleMatchersTest.java#L35-L153,espresso/intents/javatests/androidx/test/espresso/intent/matcher/BundleMatchersTest.java#L35-L153
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.espresso.intent.ComponentNameMatchersTest moved to androidx.test.espresso.intent.matcher.ComponentNameMatchersTest,espresso/intents/javatests/androidx/test/espresso/intent/matcher/ComponentNameMatchersTest.java#L35-L93,espresso/intents/javatests/androidx/test/espresso/intent/matcher/ComponentNameMatchersTest.java#L35-L93
androidx-test-1.3.0-beta01,2020-04-20-19,Move Class,Move Class androidx.test.espresso.intent.IntentMatchersTest moved to androidx.test.espresso.intent.matcher.IntentMatchersTest,espresso/intents/javatests/androidx/test/espresso/intent/matcher/IntentMatchersTest.java#L60-L524,espresso/intents/javatests/androidx/test/espresso/intent/matcher/IntentMatchersTest.java#L61-L521
androidx-test-1.3.0-beta01,2020-04-20-19,Remove Method Annotation,"Remove Method Annotation @SuppressWarnings(""unchecked"") in method public matchesTesting() : void from class androidx.test.espresso.intent.IntentMatchersTest",espresso/intents/javatests/androidx/test/espresso/intent/matcher/IntentMatchersTest.java#L69;espresso/intents/javatests/androidx/test/espresso/intent/matcher/IntentMatchersTest.java#L69-L89,espresso/intents/javatests/androidx/test/espresso/intent/matcher/IntentMatchersTest.java#L70-L89
